primaryEIC;eic;transparencyID;name;shortName;orgEic;transmissionId
40W000000000669K;40W000003196567O;669;EREN ENERJI TERMIK SANTRALI ZONGULDAK;ZETES       ;40X100000000603N;2065
40W000000000669K;40W000003196567O;669;EREN ENERJI TERMIK SANTRALI ZONGULDAK;ZETES       ;40X100000000603N;2264
40W000000000670Z;40W0000000039813;670;LAMAS III-IV HIDROELEKTRIK SANTRALI;Lamas 3&4   ;40X000000000605W;1096
40W000000000671X;40W0000000040346;671;MAURI MAYA DOGAL GAZ KOJENERASYON VE BIYOGAZ MIKRO KOJENERASYON;MM DG&BG Koj;40X000000000387G;743
40W000000000672V;40W000000029284K;672;BAYRAMHACILI BARAJI VE HES;Bayramhacýlý;40X000000000609O;904
40W000000000672V;40W0000000293108;672;BAYRAMHACILI BARAJI VE HES;Bayramhacýlý;40X000000000609O;904
40W000000000674R;40W000000060701E;674;HASANLAR (KANAL) HES;Hasanlar K  ;40X000000000612Z;759
40W000000000674R;40W000000060701E;674;HASANLAR (KANAL) HES;Hasanlar K  ;40X000000000612Z;759
40W000000000675P;40W000000003925D;675;AKBUK RES(AYEN ENR.);AKBUK RES   ;40X000000000613X;1472
40W000000000679H;40W0000000038744;679;DELTA DGKCS;Delta       ;40X000000000584E;1204
40W000000000680W;40W0000000038752;680;YENIDEREKOY HIDROELEKTRIK SANTRALI;YENIDEREKOY ;40X000000000616R;1299
40W000000000681U;40W000000003901R;681;BAGISLI REGULATORU VE HES;BAGISLI HES ;40X000000000617P;680
40W000000000682S;40W000000004066U;682;CAKIRLAR HIDROELEKTRIK SANTRALI;Cakýrlar HES;40X000000000618N;729
40W000000000682S;40W000000004066U;682;CAKIRLAR HIDROELEKTRIK SANTRALI;Cakýrlar HES;40X000000000618N;2445
40W000000000683Q;40W0000000039562;683;GALIP HOCA JES;GURMAT      ;40X100000000620N;1477
40W000000000686K;40W000000003906H;686;ERKENEK HES(TEKTUG ELK.);ERKENEK     ;40X000000000280Y;1039
40W000000000687I;40W0000000027769;687;DAZKIRI KOJENERASYON TESISI;alkIm       ;40X0000000002085;1865
40W000000000689E;40W000000003958Z;689;TOCAK-1 HES;Tocak-1 HES ;40X000000000623U;1620
40W000000000690T;40W0000000039287;690;CINDERE HIDROELEKTRIK SANTRALI;CIndere HES ;40X000000000625Q;1594
40W000000000691R;40W0000000039635;691;OBRUK HES;OBRUK       ;40X000000000195P;1378
40W000000000691R;40W100000004029N;691;OBRUK HES;OBRUK       ;40X000000000195P;1378
40W000000000691R;40W000000003926B;691;OBRUK HES;OBRUK       ;40X000000000195P;1378
40W000000000691R;40W000000004030E;691;OBRUK HES;OBRUK       ;40X000000000195P;1378
40W000000000692P;40W000000003985W;692;SIRMA HIDROELEKTRIK SANTRALI;Sýrma HES   ;40X000000000626O;1479
40W000000000692P;40W000000003985W;692;SIRMA HIDROELEKTRIK SANTRALI;Sýrma HES   ;40X000000000626O;1479
40W000000000694L;40W100000004063N;694;GOKCEDAG RES;OSMANIYE    ;40X000000000629I;1177
40W000000000696H;40W000000021397A;696;BINATOM ELEKTRIK;BInatom     ;40X000000000632T;677
40W000000000697F;40W000000004048W;697;KAYALIK;KYL         ;40X000000000633R;1335
40W000000000698D;40W000000003987S;698;GUNESLI HES(OZYAKUT ENR.);GUneSlI HES ;40X000000000634P;1107
40W000000000699B;40W000000004138V;699;YAVUZ REG. VE HES(MASAT ENR.) ;Yavuz HES   ;40X000000000635N;1263
40W000000000700F;40W000001730806Z;700;SILOPI TES;SILOPI      ;40X0000000006013;996
40W000000000700F;40W0000000039643;700;SILOPI TES;SILOPI      ;40X0000000006013;996
40W000000000701D;40W0000000007306;701;AKSA AKRILIK SANTRALI;AKSA AKRILIK;40X000000000636L;668
40W0000000007128;40W000000003975Z;712;BAYBURT HES(BAYBURT ENR.);BAYBURT HES ;40X000000000638H;1276
40W0000000007152;40W000000003969U;715;KOZAK BENDI VE HES;KOZAK       ;40X000000000490N;1980
40W0000000007209;40W100000003966N;720;KASAR VE DUAL TEKSTIL SAN. A.S;KASAR-DUAL  ;40X000000000631V;1156
40W0000000007225;40W0000000040273;722;KALETEPE REGULATORU VE HIDROELEKTRIK SANTRALI;Kaletepe HES;40X000000000639F;1913
40W0000000007241;40W000000015167D;724;CAKIT HES;Cakýt HES   ;40X000000000647G;1108
40W000000000726Y;40W0000000040710;726;DUZOVA RES (UTOPYA);Utopya      ;40X000000000821Q;1487
40W000000000728U;40W000000004049U;728;YAYLABEL HES;Yaylabel HES;40X0000000006769;1625
40W000000000729S;40W000000003988Q;729;CAMSEKI RES;CamsekI RES ;40X000000000361Y;1492
40W0000000007306;40W000000003989O;730;KELTEPE RES;Keltepe RES ;40X000000000361Y;1512
40W0000000007322;40W000000004003H;732;KOYULHISAR HES;KOYULHISAR H;40X0000000001089;988
40W0000000007330;40W000000018548N;733;GOK HIDROELEKTRIK SANTRALI;GOK HES     ;40X000000000988R;2280
40W0000000007330;40W000000018548N;733;GOK HIDROELEKTRIK SANTRALI;GOK HES     ;40X000000000988R;1181
40W0000000007330;40W000000018548N;733;GOK HIDROELEKTRIK SANTRALI;GOK HES     ;40X000000000988R;2280
40W0000000007330;40W000000018548N;733;GOK HIDROELEKTRIK SANTRALI;GOK HES     ;40X000000000988R;1181
40W000000000734Z;40W0000000002681;734;ENERJISA BIRKAPILI HES;BIRKA       ;40X0000000085200;1100
40W000000000735X;40W0000000040516;735;YAZI HES;YAZI HES    ;40X0000000006769;1371
40W000000000736V;40W000000009230I;736;SARIMEHMET HES;Sarýmehmet  ;40X0000000009903;1349
40W000000000738R;40W000000004020H;738;AKCAY HES;Akcay       ;40X000000000961A;1482
40W000000000739P;40W0000000040281;739;ORTADOGU ENERJI SAN. VE TIC. A.S. (SILE KOMURCUODA COP BIYOGAZ);KOMURCUODA  ;40X000000000493H;2167
40W000000000739P;40W0000000040281;739;ORTADOGU ENERJI SAN. VE TIC. A.S. (SILE KOMURCUODA COP BIYOGAZ);KOMURCUODA  ;40X000000000493H;783
40W0000000007411;40W000010004421R;741;BELEN ELEKTRIK URETIM A.S;BELEN RES   ;40X000000000997Q;1175
40W000000000743Y;40W000000004055Z;743;ITC-KA SINCAN BIYOKUTLE SANTRALI;ITC-KA SInca;40X0000000004207;897
40W000000000748O;40W0000000040702;748;MAZI-3 RES;MAZI-3      ;40X000000000294N;1501
40W000000000749M;40W000000004130A;749;SARIKAYA RUZGAR ENERJI SANTRALI;SARIKAYA RES;40X000000000361Y;1214
40W000000000753V;40W000000004090X;753;GUNAYSE HES;GUNHES      ;40X000000001003I;1320
40W000000000758L;40W000000004091V;758;KABACA HES;KABACA HES  ;40X000000001002K;2444
40W000000000758L;40W000000004091V;758;KABACA HES;KABACA HES  ;40X000000001002K;1327
40W000000000759J;40W000000004092T;759;EGE HES-1;EGE HES-1   ;40X000000000674D;1604
40W000000000760Y;40W000000004094P;760;SOMA RES(SOMA ENR.);Soma RES    ;40X000000000675B;969
40W000000000760Y;40W000000004201D;760;SOMA RES(SOMA ENR.);Soma RES    ;40X000000000675B;969
40W000000000761W;40W000000004093R;761;AKENERJI AYYILDIZ RES;AYYILDIZ RES;40X000000000166W;1519
40W000000000769G;40W0000000048650;769;MERCEDES-BENZ TURK KOJENERASYON TESISI;MERCEDES    ;40X000000000683C;1151
40W000000000769G;40W0000000048650;769;MERCEDES-BENZ TURK KOJENERASYON TESISI;MERCEDES    ;40X000000000683C;2515
40W000000000770V;40W000000004461O;770;UZUNCAYIR HIDROELEKTRIK SANTRALI;UZUNCAYIRHES;40X000000000684A;1001
40W000000000771T;40W0000001129530;771;LOKMAN HEKIM;LHH KOJEN   ;40X0000000006858;928
40W0000000012830;40W000000004885V;1283;YESIL REG. VE HES(YESILBAS ENR.);YESIL_HES;40X000000001146X;1380
40W000000001301O;40W0000000047654;1301;SARITEPE HES;S1301;40X000000001164V;1106
40W000000001321I;40W000000004805I;1321;TUZLA JES;S1321;40X000000001184P;1495
40W000000001321I;40W000000004805I;1321;TUZLA JES;S1321;40X000000001184P;1495
40W000000001401K;40W0000000074902;1401;MERSIN RES;S1401;40X0000000005886;1176
40W000000001421E;40W000000005268D;1421;RIXOS GRAND ANKARA OTELI KOJENERASYON TESISI;S1421;40X000000001284L;915
40W0000000014612;40W000000005245P;1461;SUMER HES;SUM;40X000000003846W;1385
40W000000001501G;40W000000005545D;1501;KULP-IV HES;S1501;40X000000001344T;994
40W000000001501G;40W000000005545D;1501;KULP-IV HES;S1501;40X000000001344T;994
40W000000001521A;40W000000015648Y;1521;GUZELCAY I-II HES;GCAY_HES;40X000000001364N;950
40W0000000015430;40W000000005347H;1543;SELIMOGLU HES;S_OGLU_HES;40X100000004573N;1295
40W000000001581T;40W000000005405T;1581;KORES KOCADAG RES;KOR;40X000000000580M;1494
40W000000002001V;40W000000014987H;2001;ERENLER HIDROELEKTRIK SANTRALI;S2001;40X0000000017647;739
40W000000002021P;40W000000831299M;2021;HAVVA HES;S2021;40X0000000017841;1897
40W000000002021P;40W000000831299M;2021;HAVVA HES;S2021;40X0000000017841;1897
40W0000000020817;40W0000000243925;2081;KEPEZKAYA;S2081;40X100000000147N;903
40W0000000020817;40W0000000243925;2081;KEPEZKAYA;S2081;40X100000000147N;903
40W0000000020825;40W000000031517K;2082;KUMKOY;S2082;40X100000000147N;948
40W0000000020833;40W0000000186123;2083;DAMLAPINAR;S2083;40X100000000147N;901
40W000000002101R;40W000003204626H;2101;CATALOLUK HES;S2101;40X0000000006769;1981
40W000000002121L;40W0000000073906;2121;MURSAL HES;S2121;40X0000000018643;2195
40W000000002121L;40W0000000073906;2121;MURSAL HES;S2121;40X0000000018643;1073
40W000000002141F;40W0000000063854;2141;ALIAGA RES(BERGAMA RES ENR.);S2141;40X000000001904H;1484
40W0000000021619;40W0000000062858;2161;ALAKIR HES  (TOCAK 2);Ala;40X000000000623U;1621
40W0000000021635;40W0000000062874;2163;BANDIRMA III RES(BURSA TEMIZ ENR.);BAN;40X000000000385K;1517
40W000000002201N;40W0000000077308;2201;ALTINMARKA KOJENERASYON TESISI;S2201;40X0000000019445;1118
40W0000000022615;40W000000009592L;2261;ERFELEK;ERFELEK;40X000000002004B;949
40W000000002321D;40W000000007591X;2321;BOREAS 1 ENEZ RES;S2321;40X100000002044N;1191
40W000000002401F;40W000000009330E;2401;DEFNE HIDROELEKTRIK SANTRALI;S2401;40X0000000021241;1293
40W0000000024413;40W000000008270B;2441;KALE REG. VE HES;KAL;40X000000002064U;1328
40W000000002481S;40W000000011033H;2481;DIM HIDROELEKTRIK SANTRALI;S2481;40X000000002184K;1601
40W0000000025215;40W0000000098100;2521;SENBUK RES(BAKRAS ENR.);S2521;40X0000000022043;1182
40W000000002562S;40W000000016149A;2562;KALE HES(KALE ENR.);S2562;40X000000002225W;1267
40W000000002562S;40W000000016148C;2562;KALE HES(KALE ENR.);S2562;40X000000002225W;1267
40W000000002581O;40W000000009670R;2581;YILDIZLI HES;YIL;40X000000000509S;2079
40W000000002643S;40W000000010310M;2643;BASAK REGULATORU VE HIDROELEKTRIK SANTRALI;BAS;40X000000003846W;1296
40W000000002681K;40W100000011255N;2681;CEVIZLIK HES;S2681;40X0000000056502;691
40W0000000027013;40W000000011110P;2701;ARALIK HES;Ara;40X000000000336X;1272
40W000000002741S;40W0000000113505;2741;UZUNDERE 1 REGULATORU VE HES;UZU;40X000000000496B;1356
40W000000002741S;40W0000000113505;2741;UZUNDERE 1 REGULATORU VE HES;UZU;40X000000000496B;1356
40W000000002802Y;40W000000024417F;2802;ERENKOY REGULATORU VE HIDROELEKTRIK SANTRALI;S2802;40X000000003846W;1304
40W000000002842M;40W000000014208U;2842;CEYHAN HES;CEY;40X0000000004995;1111
40W000000002842M;40W000000014208U;2842;CEYHAN HES;CEY;40X0000000004995;1110
40W000000002882A;40W000000024379Y;2882;KESKINOGLU OTOPRODUKTOR TESISI 1;S2882;40X000000002445I;741
40W000000003002O;40W0000000196882;3002;RBKARESI KOJENERASYON  ;S3002;40X000000002525K;2247
40W000000003002O;40W0000000196882;3002;RBKARESI KOJENERASYON  ;S3002;40X000000002525K;682
40W000000003042C;40W0000000183280;3042;CAMLIKAYA HES;S3042;40X0000000025658;709
40W000000003103I;40W0000000178892;3103;AKOCAK HES;AKEN_AKOCAK;40X000000007842K;1067
40W000000003122E;40W000000018682J;3122;KAYABUKU HES;S3122;40X000000002625G;779
40W0000000031622;40W0000000197684;3162;DINAR HES;S3162;40X0000000026654;1016
40W000000003182X;40W000000018651U;3182;ZIYARET RES;S3182;40X000000002685Z;1178
40W000000003222A;40W000003195729T;3222;SEFERIHISAR RES(UCGEN);S3222;40X000000002725C;2062
40W000000003262Z;40W000000023884Q;3262;ITC ADANA;S3262;40X0000000027650;1249
40W000000003282T;40W000000026610B;3282;EGEMEN HES-1;S3282;40X000000002785V;697
40W000000003302C;40W000003205890W;3302;SOMA RES(BILGIN ENR.);S3302;40X000000000294N;1528
40W000000003302C;40W000003205890W;3302;SOMA RES(BILGIN ENR.);S3302;40X000000000294N;1527
40W000000003383N;40W000000020289I;3383;BULAM HES;BUL;40X000000000166W;1011
40W000000003482L;40W000000020692D;3482;CAN ENERJI ENTEGRE-TEKIRDAG KOMBINE CEVRIM SANTRALI;TEKIRDAG ENE;40X000000000346U;1195
40W000000003642P;40W0000000255419;3642;KAHTA HES 1;S3642;40X000000003165J;1023
40W000000003702X;40W000000024380C;3702;KARSIYAKA HES;S3702;40X0000000004979;704
40W000000003702X;40W000000024380C;3702;KARSIYAKA HES;S3702;40X0000000004979;704
40W000000003723P;40W0000000293043;3723;SOGUTLUKAYA(POSOF III) HIDROELEKTRIK SANTRALI;S3723;40X000000003246J;1882
40W000000003742L;40W000000022491D;3742;ANDIRIN HES;ANDIRIN HES;40X000000000280Y;1179
40W000000003822N;40W000000031460N;3822;YAMAC HES;S3822;40X000000003305T;1190
40W000000003922J;40W000000024416H;3922;KOZAN HIDROELEKTRIK SANTRALI;S3922;40X000000003405P;1180
40W000000003923H;40W000000024451F;3923;NARINKALE HES;S3923;40X000000003406N;1346
40W000000003942D;40W000000037031G;3942;ADIYAMAN/KORUKOY HIDROELEKTRIK SANTRALI;S3942;40X000000003425J;1030
40W0000000039627;40W000003204759Z;3962;BILGIN SAMSUN DGKCS;S3962;40X000000000294N;869
40W0000000039627;40W0000032047580;3962;BILGIN SAMSUN DGKCS;S3962;40X000000000294N;869
40W0000000039821;40W000000025590X;3982;KURTOGLU BAKIR VE KURSUN SAN A.S.;S3982;40X0000000034657;1154
40W000000003984Y;40W000000024604G;3984;ENERJISA BANDIRMA SANTRALI;ENERJ?SA BAN;40X000000000282U;1426
40W0000000040435;40W0000000254803;4043;KAHRAMAN REG VE HES;KAHRAMAN REG;40X000000000570P;955
40W0000000040451;40W0000000256148;4045;SABUNSUYU II HES;S4045;40X000000003526D;1184
40W0000000040451;40W000000025815Z;4045;SABUNSUYU II HES;S4045;40X000000003526D;1184
40W0000000040621;40W000000025584S;4062;AKENERJI ULUABAT HES;AKENERJI ULU;40X000000000166W;652
40W000000004082W;40W0000000256423;4082;BURC BENDI;S4082;40X000000000166W;1012
40W0000000041237;40W000000026808R;4123;SARES;S4123;40X000000003585Y;1489
40W0000000041253;40W000000026648N;4125;YEDIGOZE HIDROELEKTRIK SANTRALI;S4125;40X0000000056502;1185
40W0000000042063;40W0000000260870;4206;KUYUCAK RES;KUYUCAK RES;40X000000000361Y;1525
40W000000004265O;40W0000000293302;4265;SUSURLUK RES;S4265;40X0000000037451;1509
40W000000004307Y;40W000000027492N;4307;UMUT  HES;UMUT III;40X000000003846W;1297
40W000000004345Q;40W000000028346T;4345;FEKE II HES;Feke II HES;40X000000000166W;1189
40W000000004373L;40W000000028383N;4373;TURGUTTEPE RES;S4373;40X0000000038334;1459
40W000000004374J;40W000000029348K;4374;ALKUMRU HES;S4374;40X0000000038342;995
40W000000004375H;40W000000029336R;4375;CEVHER 1-2 HES;S4375;40X0000000038350;2150
40W000000004387A;40W000000028389B;4387;YOKUSLU HES;YOKUSLU HES;40X0000000056502;1366
40W000000004406W;40W0000000293205;4406;GIRLEVIK HES;GIrlevIk;40X000000003846W;1316
40W000000004406W;40W0000000293205;4406;GIRLEVIK HES;GIrlevIk;40X000000003846W;1316
40W000000004407U;40W000000049246G;4407;ALDAS HURMA TERMAL ARITMA TESISI KOJENERASYON SANTRALI;S4407;40X000000003847U;1610
40W000000004425S;40W100000029340N;4425;INCIRLI REGULATORU VE HES;S4425;40X000000003865S;1326
40W000000004426Q;40W000000029292L;4426;BUNYAN HES;S4426;40X000000003867O;2091
40W000000004427O;40W0000000293116;4427;CESMEBASI REGULATORU VE HES;S4427;40X000000003868M;922
40W000000004428M;40W000000029293J;4428;SIZIR HES;SIZIR HES;40X000000003867O;924
40W000000004429K;40W000000029294H;4429;PINARBASI HES;PINARBASI HE;40X000000003867O;1388
40W000000004429K;40W000000029294H;4429;PINARBASI HES;PINARBASI HE;40X000000003867O;2201
40W000000004430Z;40W000000029295F;4430;CAMARDI HES;CAMARDI HES;40X000000003867O;1420
40W000000004431X;40W0000000293213;4431;BAYBURT HES(BOYDAK ENR.);BAYBURT;40X000000003846W;1277
40W000000004432V;40W0000000293221;4432;CEMISGEZEK HES;CEMISGEZEK;40X000000003846W;1014
40W000000004449E;40W0000000298278;4449;INEGOL CERRAH;S4449;40X000000003872V;1772
40W000000004453N;40W0000000293888;4453;ENERJISA - HACININOGLU;ENERJISA - H;40X000000000282U;1005
40W000000004467C;40W000000031598V;4467;CAMLICA-3 HES;S4467;40X000000003889E;919
40W000000004468A;40W0000000298286;4468;IZNIK DEREKOY;IznIk derekO;40X000000003872V;1941
40W0000000044698;40W0000000298294;4469;M.KEMALPASA SUUCTU HES;M.KEMALPASA;40X000000003872V;1554
40W0000000044884;40W000000031373I;4488;ENERJISA CANAKKALE RES;ENERJISA CAN;40X000000000282U;1491
40W000000004508O;40W0000000320411;4508;CAG CAG;S4508;40X100000003908N;1391
40W000000004509M;40W0000000314598;4509;KULP I HES;KULP I HES;40X000000001344T;993
40W000000004528I;40W000000036970C;4528;YASIL HIDROELEKTRIK SANTRALI;S4528;40X000000003928U;1045
40W000000004548C;40W000000036550Y;4548;ISG TRIJENERASYON SANTRALI;S4548;40X000000003948O;761
40W0000000045694;40W000000031600X;4569;OTLUCA HES(BEYOBASI ENR.);Otluca HIdro;40X000000000626O;1186
40W000000004570J;40W0000000320314;4570;CAKIRMAN HES VE REGULATORU;S4570;40X000000003968I;1283
40W000000004571H;40W100003206130N;4571;KESME REG.VE HES;S4571;40X000000009428K;1028
40W0000000045880;40W100000032042N;4588;ULUDERE HES;ULUDERE HES;40X100000003908N;1043
40W000000004589Z;40W000000032043Y;4589;OTLUCA HES(NAS ENR.);OTLUCA;40X100000003908N;1347
40W000000004590D;40W0000000329323;4590;DURU 2 HES;S4590;40X0000000040300;1268
40W000000004609I;40W000000042023Y;4609;DARCA HES;S4609;40X000000004069A;696
40W000000004628E;40W000000118022H;4628;KALECIK HES;S4628;40X0000000040886;1415
40W000000004629C;40W000000040270R;4629;KARASU-I HES;S4629;40X000000004108Q;1330
40W0000000046496;40W000000036822R;4649;BASPINAR KOJENERASYON;GAZIANTEP TE;40X0000000056502;1048
40W000000004699S;40W000000037370V;4699;VARTO-SONMEZ;S4699;40X0000000042579;1360
40W000000004703Q;40W000000037436R;4703;ICTAS ICF AIRPORTS ANTALYA HAVALIMANI KOJENERASYON SANTRALI;S4703;40X000000004288Z;1608
40W000000004704O;40W0000000373217;4704;DERME HES;DERME HES;40X000000003867O;1015
40W000000004705M;40W100000037325N;4705;KERNEK HES;KERNEK HES;40X000000003867O;1027
40W000000004706K;40W0000000373314;4706;ERKENEK HES(ERCIYES ENR.);ERKENEK HES;40X000000003867O;2395
40W000000004706K;40W0000000373314;4706;ERKENEK HES(ERCIYES ENR.);ERKENEK HES;40X000000003867O;1018
40W000000004707I;40W0000000373322;4707;ADILCEVAZ;ADILCEVAZ;40X0000000042579;1661
40W000000004708G;40W000000037335X;4708;BESNI HES;BESNI HES;40X000000003867O;1008
40W000000004709E;40W100000037342N;4709;AHLAT;AHLAT;40X0000000042579;1269
40W000000004710T;40W000000037349M;4710;MALAZGIRT;MALAZGIRT;40X0000000042579;1341
40W000000004710T;40W000000037349M;4710;MALAZGIRT;MALAZGIRT;40X0000000042579;2318
40W000000004712P;40W000000037409U;4712;YAPRAK HES;YAPRAK II;40X000000003846W;1068
40W000000004713N;40W000000037754D;4713;MURADIYE AYRANCILAR HIDROELEKTRIK SANTRALI;S4713;40X000000004329A;1343
40W0000000047492;40W000000037977U;4749;CATALTEPE RES(ALIZE);CATALTEPE RE;40X000000000361Y;1514
40W000000004769X;40W000000038248N;4769;TEFEN REGULATORU VE HES;S4769;40X0000000044490;859
40W000000004789R;40W000000061529W;4789;KIRAN HES;S4789;40X000000004469V;2365
40W000000004789R;40W000000061529W;4789;KIRAN HES;S4789;40X000000004469V;1312
40W000000004789R;40W000000061529W;4789;KIRAN HES;S4789;40X000000004469V;2365
40W000000004789R;40W000000061529W;4789;KIRAN HES;S4789;40X000000004469V;1312
40W000000004810P;40W000000049247E;4810;TUZTASI HES;S4810;40X0000000044903;936
40W000000004811N;40W0000000857129;4811;SANCAR REGULATORU VE HIDROELEKTRIK SANTRALI;S4811;40X0000000044911;1034
40W000000004811N;40W0000000857129;4811;SANCAR REGULATORU VE HIDROELEKTRIK SANTRALI;S4811;40X0000000044911;1034
40W000000004812L;40W000000038378A;4812;SAH RES;SAH RES;40X0000000005886;1508
40W000000004813J;40W0000000491015;4813;GOKMEN HES;S4813;40X100000004492N;930
40W000000004813J;40W0000000491015;4813;GOKMEN HES;S4813;40X100000004492N;930
40W000000004814H;40W000000041404R;4814;OREN HES;S4814;40X000000004494W;1869
40W000000004815F;40W000000038532Q;4815;SARACBENDI HES;SaraCbendI H;40X000000003889E;920
40W000000004816D;40W000000039848V;4816;KAYADIBI HES;S4816;40X0000000045098;1773
40W0000000048294;40W0000000491876;4829;EROGLU GIYIM SANAYI VE TICARET A.S.;S4829;40X000000004530H;1131
40W000000004850D;40W0000000477628;4850;KARASU-2 HES;Karasu-2 HES;40X000000004108Q;1331
40W000000004869T;40W000000051590Z;4869;YEDIGOL HIDROELEKTRIK SANTRALI;S4869;40X0000000045705;655
40W000000004869T;40W000000051590Z;4869;YEDIGOL HIDROELEKTRIK SANTRALI;S4869;40X0000000045705;655
40W0000000048707;40W000000049136N;4870;UZUMLU HES;S4870;40X0000000045713;1358
40W0000000048715;40W000000060594Q;4871;NIL ORME CORLU KOJENERASYON TESISI;S4871;40X0000000045721;1137
40W000000004889N;40W000000049231T;4889;SEYITALI;S4889;40X000000004576U;1504
40W0000000048901;40W000000049137L;4890;HASANLAR HES;HASANLAR HES;40X000000000507W;758
40W000000004910L;40W000000107660X;4910;MURAT HIDROELEKTRIK SANTRALI;S4910;40X0000000046094;1438
40W000000004913F;40W000000049244K;4913;KOYOBASI HES;KOYOBASI HES;40X000000000490N;1032
40W000000004914D;40W000000049248C;4914;AKRES;AKRES;40X100000004590N;1523
40W000000004930F;40W000000112265L;4930;FINDIK REG.VE HES;S4930;40X000000004649T;1285
40W000000004931D;40W000000049314P;4931;SANLIURFA DGKC SANTRALI;Sanlýurfa DG;40X000000000999M;646
40W000000004932B;40W000000065314X;4932;SARIKAVAK;S4932;40X000000004669N;1226
40W0000000049339;40W0000000495391;4933;KARASU-5 HES;Karasu-5 HES;40X000000004108Q;1334
40W0000000049339;40W0000000495391;4933;KARASU-5 HES;Karasu-5 HES;40X000000004108Q;1334
40W0000000049347;40W000000049542C;4934;KARASU-4.3 HES;Karasu-4.3 H;40X000000004108Q;1333
40W000000004949V;40W000000053016K;4949;KILLIK RES;S4949;40X000000004711D;1252
40W0000000049509;40W000000052384X;4950;CANAKCI REG. VE HES;CANAKCI REG.;40X000000007842K;1396
40W000000004969P;40W0000000605339;4969;CEV MARMARA ENERJI BOLU COP GAZI ELEKTRIK URETIM SANTRALI;S4969;40X000000004749P;2311
40W000000004969P;40W0000000605339;4969;CEV MARMARA ENERJI BOLU COP GAZI ELEKTRIK URETIM SANTRALI;S4969;40X000000004749P;684
40W0000000049703;40W0000000605541;4970;SELVA;S4970;40X000000004769J;939
40W000000004989J;40W0000000605525;4989;POYRAZ HES;POYRAZ HES;40X000000000558F;1192
40W000000004990Y;40W000000060847N;4990;HERENERJI KAYSERI BIOGAZ SANTRALI;S4990;40X000000004789D;937
40W000000004991W;40W0000000037586;4991;OZDILEK BURSA;S4991;40X000000004790S;786
40W000000004991W;40W0000000037586;4991;OZDILEK BURSA;S4991;40X000000004790S;2308
40W000000004992U;40W0000000605517;4992;ITC KA ASLIM ENERJI URETIM;ITC KA Aslým;40X0000000004207;923
40W000000004992U;40W0000000605533;4992;ITC KA ASLIM ENERJI URETIM;ITC KA Aslým;40X0000000004207;923
40W000000004993S;40W0000000606343;4993;MURATLI REG. VE HES(ARMAHES ELK.);S4993;40X000000004792O;1274
40W000000004993S;40W0000000606343;4993;MURATLI REG. VE HES(ARMAHES ELK.);S4993;40X000000004792O;1274
40W0000000050090;40W0000000826827;5009;SAMSUN AVDAN BIYOGAZ TESISI;S5009;40X000000004795I;1374
40W000000005010F;40W0000000606610;5010;KOZDERE HES;S5010;40X000000000623U;1613
40W000000005011D;40W000000060679I;5011;KNAUF AHIBOZ-2;S5011;40X0000000048119;933
40W000000005029V;40W0000000991127;5029;BOZYAKA RES;S5029;40X000000004829R;2420
40W000000005029V;40W0000000991127;5029;BOZYAKA RES;S5029;40X000000004829R;1486
40W0000000050309;40W0000000871830;5030;GUNDER HES;S5030;40X0000000048305;1609
40W0000000050317;40W0000015423189;5031;BEKIRLI TERMIK SANTRALI;S5031;40X0000000048313;965
40W0000000050317;40W0000000619767;5031;BEKIRLI TERMIK SANTRALI;S5031;40X0000000048313;965
40W0000000050341;40W000000060855O;5034;SEYIT ONBASI RES;S5034;40X000000004834Y;1493
40W000000005049P;40W000000100221K;5049;PAMUKOVA SANTRALI(BIOSUN);S5049;40X100000009322N;789
40W0000000050503;40W0000000609974;5050;ODAS ELEKTRIK URETIM SAN.TIC.A.S.;S5050;40X100000004850N;645
40W000000005054W;40W000000061521B;5054;SARAY HALI TERMIK KOJENERASYON URETIM TESISI;S5054;40X000000004859I;938
40W000000005069J;40W0000001064560;5069;ARAKLI -1 HES;S5069;40X000000004863R;1322
40W000000005071W;40W000000140324N;5071;KOCAK;S5071;40X000000004865N;1558
40W000000005072U;40W000000062665J;5072;HORYAN HES;S5072;40X000000006420E;1300
40W000000005074Q;40W0000000625988;5074;SAYAN HES;SAYAN HES;40X000000000357P;1200
40W000000005077K;40W000000081732N;5077;KUCUKER KOJENERASYON;S5077;40X000000004871S;1615
40W000000005078I;40W000000083087G;5078;YEDISU HES;S5078;40X000000004872Q;2302
40W000000005078I;40W000000083087G;5078;YEDISU HES;S5078;40X000000004872Q;1046
40W000000005079G;40W0000000640274;5079;KARASU-4.2 HES;Karasu-4.2 H;40X000000004108Q;1332
40W000000005079G;40W0000000640274;5079;KARASU-4.2 HES;Karasu-4.2 H;40X000000004108Q;1332
40W000000005080V;40W0000000710744;5080;GOREN-1;S5080;40X000000004874M;1053
40W000000005081T;40W0000000816767;5081;KIVANC TEKSTIL A.S.;S5081;40X000000004875K;1247
40W000000005083P;40W0000000784083;5083;KOVADA 1;Kovada 1;40X000000000507W;1683
40W000000005084N;40W0000000784148;5084;KOVADA 2;Kovada 2;40X000000000507W;975
40W000000005086J;40W000000099376A;5086;BALSUYU OTOPRODUKTOR SANTRALI;S5086;40X000000004890O;1049
40W000000005087H;40W000000112263P;5087;GUNESLI II HES(BAGPINAR ELK.);S5087;40X000000004891M;1635
